episode,total_reward,renewable_ratio,total_cost,blackout_energy,epsilon,loss_mean,eval_reward
409,-25.9827,0.6852,11.0196,6.3724,0.1287,0.906801,
410,-5.9955,0.7111,14.253,2.4872,0.1281,0.844389,
411,-11.3353,0.6868,15.2978,3.7843,0.1274,0.892499,
412,7.6493,0.7236,14.1959,0.0,0.1268,0.787376,
413,6.1045,0.7392,13.3568,0.385,0.1262,0.765064,
414,-39.009,0.6903,10.7529,10.2156,0.1255,0.850777,
415,-21.684,0.7198,11.2679,6.2409,0.1249,0.847765,
416,-16.5064,0.7084,14.3588,3.1433,0.1243,0.673552,
417,3.0517,0.7295,13.8737,0.7555,0.1237,0.858448,
418,-3.5606,0.7335,12.0761,2.1933,0.123,0.776972,
419,-16.1629,0.7028,11.0799,2.8611,0.1224,0.898038,
420,7.5848,0.7453,13.1532,0.0158,0.1218,0.871301,
421,8.1853,0.7621,12.7874,0.0,0.1212,0.781407,
422,-61.0592,0.7168,9.2104,14.0729,0.1206,0.82925,
423,-20.5739,0.7347,10.4419,6.076,0.12,0.794332,
424,2.0949,0.7388,11.5071,0.6052,0.1194,0.850012,
425,-20.0007,0.7289,11.1115,6.3846,0.1188,0.862518,8.8611
426,-83.5082,0.6759,8.9847,18.667,0.1182,0.970991,
427,-48.7593,0.7232,10.3033,12.0739,0.1176,0.820717,
428,-0.7158,0.7106,14.9416,0.6006,0.117,0.835981,
429,-37.7913,0.7346,9.5746,9.806,0.1164,0.716638,
430,-32.5927,0.7317,11.2125,9.4565,0.1159,0.910179,
431,-64.4428,0.7206,9.8718,15.4865,0.1153,0.760174,
432,7.5379,0.7173,14.3115,0.0,0.1147,0.846036,
433,-32.7056,0.7287,9.3573,9.9868,0.1141,0.75009,
434,2.602,0.7042,14.6623,0.7211,0.1136,0.857386,
435,10.8907,0.7511,13.1551,0.0,0.113,0.764943,
436,-54.2127,0.7161,11.2226,13.76,0.1124,0.80648,
437,-76.8378,0.7168,6.9629,18.7783,0.1119,0.813431,
438,-69.808,0.7346,7.9167,17.1472,0.1113,0.880455,
439,-38.8752,0.6795,12.0342,8.9015,0.1107,0.812507,
440,8.2794,0.7141,14.2874,0.0,0.1102,0.82581,
441,-3.9432,0.6978,14.8965,1.7512,0.1096,0.736419,
442,-47.5498,0.7044,11.6117,11.6808,0.1091,0.77497,
443,-34.6955,0.7143,12.4615,9.113,0.1085,0.789359,
444,-46.3384,0.7014,11.8688,11.5951,0.108,0.957125,
445,-40.8906,0.7335,9.9731,10.1266,0.1075,0.780825,
446,4.5675,0.6965,15.5196,0.0,0.1069,0.814046,
447,-6.8259,0.7119,13.6307,1.9448,0.1064,0.913323,
448,-57.9697,0.7086,9.9594,14.65,0.1059,0.792329,
449,-11.1628,0.74,9.9431,5.5992,0.1053,0.750051,
450,10.115,0.7386,12.9355,0.0,0.1048,0.750169,10.317
451,-34.605,0.7393,10.0142,9.7056,0.1043,0.794249,
452,-5.0568,0.7421,9.7389,4.1808,0.1038,0.856208,
453,5.3454,0.7209,14.443,0.7015,0.1032,0.801261,
454,4.7984,0.746,11.5078,1.0399,0.1027,0.920029,
455,0.1172,0.7117,14.4953,1.0198,0.1022,0.901227,
456,7.2509,0.7213,14.4712,0.0,0.1017,0.810104,
457,-41.7894,0.7238,11.4441,10.8136,0.1012,0.9195,
458,5.6598,0.6856,15.635,0.0,0.1007,0.852154,
459,-6.5823,0.7429,10.5206,3.6676,0.1002,0.779447,
460,0.6164,0.7095,14.6679,0.8758,0.0997,0.71733,
461,13.66,0.7624,12.8741,0.0,0.0992,0.8195,
462,-29.8534,0.737,9.0011,8.9922,0.0987,0.833497,
463,10.1825,0.7185,14.1694,0.0,0.0982,0.802138,
464,5.1336,0.7172,14.2973,1.5189,0.0977,0.824358,
465,10.9288,0.7248,14.8798,0.0,0.0972,0.83333,
466,9.3107,0.7568,11.6966,0.4296,0.0967,0.776749,
467,-29.8647,0.7171,10.461,8.6358,0.0962,0.754686,
468,-4.1603,0.7029,14.0582,2.5827,0.0958,0.836111,
469,2.1443,0.7266,14.2354,0.703,0.0953,0.778687,
470,-58.2188,0.7185,9.1547,14.6126,0.0948,0.77435,
471,-45.6042,0.7092,11.2214,11.1445,0.0943,0.768104,
472,-9.902,0.7193,12.2511,3.3748,0.0939,0.808066,
473,-54.2026,0.6807,12.2533,12.8018,0.0934,0.954728,
474,9.7411,0.7218,14.3275,0.0,0.0929,0.861676,
475,1.3895,0.7043,14.4941,0.2003,0.0925,0.699487,8.6181
476,-7.1675,0.7321,13.6236,3.0854,0.092,0.738394,
477,8.993,0.7139,15.0181,0.0,0.0915,0.743223,
478,-9.5737,0.7386,11.5513,4.8077,0.0911,0.712159,
479,11.216,0.7425,13.8258,0.0,0.0906,0.755299,
480,-3.2464,0.7155,14.0876,2.7764,0.0902,0.706236,
481,10.529,0.7524,12.6016,0.0,0.0897,0.86602,
482,5.9313,0.7157,15.0808,0.0,0.0893,0.796438,
483,-23.5311,0.7301,11.7374,7.1042,0.0888,0.771185,
484,-18.9457,0.7035,12.0552,6.4275,0.0884,0.698201,
485,-50.5614,0.707,10.7358,12.8321,0.0879,0.763778,
486,-8.2275,0.6841,14.2452,3.3035,0.0875,0.823539,
487,-69.855,0.6996,9.9455,16.2893,0.0871,0.713693,
488,-63.283,0.7159,6.9759,15.8984,0.0866,0.824955,
489,-18.3528,0.7195,12.0819,6.1264,0.0862,0.713765,
490,-15.4459,0.6734,14.4249,3.9433,0.0858,0.754568,
491,15.7598,0.7463,13.2541,0.0,0.0853,0.854766,
492,4.0643,0.7123,15.022,0.3885,0.0849,0.790219,
493,10.256,0.7328,12.9645,0.0,0.0845,0.877447,
494,9.8872,0.7218,13.5663,0.0,0.0841,0.732048,
495,3.9211,0.696,14.5877,0.7894,0.0836,0.74111,
496,4.0473,0.7024,14.8192,0.2202,0.0832,0.786214,
497,-69.2544,0.7382,7.6079,16.5395,0.0828,0.827423,
498,6.8573,0.6752,14.8887,0.304,0.0824,0.823361,
499,10.8912,0.7277,14.0569,0.0,0.082,0.766354,
500,-9.255,0.7145,14.3523,3.1813,0.0816,0.805376,9.7576
501,-31.4039,0.6987,13.8759,7.2496,0.0812,0.757993,
502,-44.5124,0.7088,11.3608,11.436,0.0808,0.712927,
503,3.0102,0.691,15.22,0.8504,0.0804,0.827905,
504,6.5164,0.7347,12.7549,0.0,0.08,0.812309,
505,7.4957,0.7228,14.5378,0.0346,0.0796,0.847364,
506,7.7089,0.7408,11.6368,0.1271,0.0792,0.791667,
507,-15.9874,0.6891,14.6356,3.9054,0.0788,0.784313,
508,9.4609,0.7137,14.505,0.2054,0.0784,0.745635,
509,-40.2496,0.72,11.4963,11.0258,0.078,0.81517,
510,7.6093,0.7376,10.9655,0.7188,0.0776,0.706903,
511,-32.8308,0.7306,11.4015,8.5647,0.0772,0.88405,
512,9.8623,0.7077,14.7833,0.0,0.0768,0.68159,
513,12.7881,0.7337,13.8086,0.0,0.0764,0.679172,
514,2.9345,0.6911,15.4279,0.0,0.076,0.699689,
515,-1.9107,0.7087,14.5836,2.0426,0.0757,0.691687,
516,12.5644,0.7274,12.6706,0.0,0.0753,0.639882,
517,0.1739,0.7148,14.9073,0.5493,0.0749,0.830411,
518,10.5161,0.748,13.5338,0.0,0.0745,0.782879,
519,9.4378,0.6982,13.2576,0.0,0.0742,0.695726,
520,-72.2014,0.7248,8.362,17.6706,0.0738,0.812684,
521,-14.3537,0.6933,13.5121,4.6766,0.0734,0.777557,
522,2.2821,0.7218,13.4854,1.4977,0.0731,0.749816,
523,-14.0987,0.6964,15.253,2.9665,0.0727,0.753271,
524,-8.0497,0.7033,11.0437,4.6438,0.0723,0.776505,
525,8.0737,0.7358,13.1011,0.6126,0.072,0.681342,10.8951
526,-2.4726,0.7043,12.921,2.1895,0.0716,0.755238,
527,10.9823,0.7535,13.0106,0.0,0.0712,0.744158,
528,-2.0456,0.7368,11.693,1.4485,0.0709,0.768763,
529,10.0289,0.7166,14.4255,0.0,0.0705,0.743461,
530,2.391,0.7426,13.4132,1.1025,0.0702,0.716439,
531,-1.9535,0.7246,12.2434,1.9523,0.0698,0.763351,
532,7.4651,0.7186,14.9421,0.1491,0.0695,0.761364,
533,5.1159,0.6991,15.1866,0.0,0.0691,0.686618,
534,13.6683,0.7422,12.7505,0.0,0.0688,0.691358,
535,12.2628,0.7281,13.0785,0.0,0.0684,0.830965,
536,4.627,0.7168,13.571,1.0689,0.0681,0.719717,
537,1.3217,0.714,15.1505,1.0812,0.0678,0.854931,
538,-27.6547,0.6845,13.7092,7.8656,0.0674,0.700415,
539,0.3206,0.7385,12.5744,1.1148,0.0671,0.724925,
540,-4.1774,0.6915,12.7488,1.7466,0.0668,0.754028,
541,12.4036,0.7361,12.482,0.0,0.0664,0.735076,
542,9.3825,0.721,14.1864,0.0,0.0661,0.81545,
543,7.3286,0.7371,12.5593,0.3796,0.0658,0.739739,
544,-13.7747,0.7093,14.5008,4.0789,0.0654,0.81257,
545,11.9022,0.7379,13.3829,0.0,0.0651,0.718621,
546,8.5975,0.7594,11.7938,0.0,0.0648,0.587465,
547,10.975,0.748,12.9417,0.1724,0.0645,0.715992,
548,5.8846,0.7186,12.8082,0.0903,0.0641,0.755647,
549,8.4108,0.6988,14.5424,0.0,0.0638,0.695305,
550,10.4627,0.7546,12.987,0.0,0.0635,0.70424,9.2313
551,3.3688,0.6885,15.1213,0.2025,0.0632,0.652425,
552,13.0461,0.7484,13.2828,0.0,0.0629,0.788961,
553,-43.0522,0.6768,12.7422,11.0645,0.0625,0.739629,
554,-4.6673,0.7171,13.6534,2.1928,0.0622,0.688134,
555,10.4756,0.7393,13.6481,0.0,0.0619,0.766201,
556,10.3904,0.7186,14.5979,0.0,0.0616,0.655905,
557,10.9274,0.6979,13.9849,0.0,0.0613,0.677604,
558,4.2768,0.7461,11.8563,2.4322,0.061,0.648495,
559,-74.7782,0.6883,11.0367,16.4482,0.0607,0.669479,
560,14.6813,0.7623,12.5995,0.0,0.0604,0.710508,
561,-2.4775,0.6613,16.8178,1.4821,0.0601,0.746718,
562,-2.7308,0.7272,13.4331,2.3784,0.0598,0.744329,
563,-9.9727,0.7154,13.3193,4.2948,0.0595,0.784146,
564,5.5167,0.7522,13.1632,0.3965,0.0592,0.675201,
565,9.5771,0.7124,14.5106,0.0,0.0589,0.699193,
566,7.4705,0.6895,15.2369,0.0,0.0586,0.7011,
567,-45.7113,0.6868,12.8471,10.7884,0.0583,0.788403,
568,-51.6818,0.7195,9.5929,13.4835,0.058,0.688376,
569,1.0642,0.7404,13.3931,1.78,0.0577,0.626629,
570,13.5121,0.7045,13.8651,0.0,0.0574,0.71427,
571,13.479,0.7315,13.2406,0.0,0.0571,0.669904,
572,1.6035,0.6959,14.8957,0.2553,0.0569,0.722235,
573,-29.0894,0.7274,11.0369,8.257,0.0566,0.712969,
574,1.7442,0.7268,13.2736,0.6324,0.0563,0.581383,
575,-25.6788,0.7116,12.2024,6.2882,0.056,0.685247,10.9743
576,12.6771,0.7619,12.2602,0.0,0.0557,0.757138,
577,-1.9457,0.7417,12.9966,2.7577,0.0555,0.680409,
578,-31.6207,0.7444,10.5776,8.7893,0.0552,0.714988,
579,4.1932,0.7212,14.1889,0.4508,0.0549,0.674184,
580,11.3409,0.7264,12.0713,0.0,0.0546,0.563704,
581,6.6989,0.7311,14.0997,0.1222,0.0544,0.671768,
582,-5.9549,0.6895,14.5266,2.3488,0.0541,0.686246,
583,-11.5197,0.7405,11.4275,4.3952,0.0538,0.60917,
584,4.3136,0.7347,13.3063,0.8418,0.0535,0.67059,
585,-40.6264,0.6937,11.7968,10.6274,0.0533,0.602506,
586,-23.1532,0.7345,11.4727,7.5672,0.053,0.668117,
587,6.8536,0.7169,14.9834,0.1311,0.0527,0.652345,
588,15.9099,0.7514,13.1691,0.0,0.0525,0.59994,
589,13.6271,0.7375,12.9203,0.0,0.0522,0.66801,
590,-26.842,0.7304,9.1189,9.0131,0.052,0.762355,
591,2.3603,0.713,14.0692,0.1957,0.0517,0.660892,
592,-13.0705,0.6882,11.1341,4.346,0.0514,0.680172,
593,8.4563,0.7018,13.6263,0.145,0.0512,0.715287,
594,6.133,0.7343,12.0232,0.9333,0.0509,0.66205,
595,9.6991,0.7412,13.6687,0.3822,0.0507,0.783966,
596,-8.6168,0.6847,14.6553,2.5098,0.0504,0.656089,
597,-36.6569,0.7116,11.1391,9.7991,0.0502,0.737288,
598,8.6385,0.7147,13.3188,0.4912,0.05,0.661053,
599,-3.0587,0.7446,12.8382,2.9769,0.05,0.611712,
600,-20.4302,0.6638,14.5773,5.8447,0.05,0.61824,9.8603
601,-58.1315,0.7473,9.0681,14.5882,0.05,0.78262,
602,-73.5311,0.7517,6.838,18.3115,0.05,0.681798,
603,3.7423,0.7142,13.8292,0.572,0.05,0.733996,
604,-43.201,0.6931,11.6475,10.3543,0.05,0.79527,
605,5.39,0.6906,13.9255,0.4155,0.05,0.767017,
606,11.9814,0.7312,14.6419,0.0,0.05,0.687018,
607,11.1955,0.7049,14.5977,0.0,0.05,0.704365,
608,11.4249,0.7397,13.8905,0.0,0.05,0.687515,
609,7.6804,0.7379,12.9991,1.0344,0.05,0.683462,
610,0.798,0.74,11.0775,2.432,0.05,0.690347,
611,12.2865,0.7201,13.6458,0.0,0.05,0.715093,
612,8.9102,0.7287,13.6377,0.0,0.05,0.701183,
613,11.0411,0.732,13.7393,0.0,0.05,0.724518,
614,-39.5586,0.7495,9.3553,11.2113,0.05,0.716812,
615,13.1698,0.7345,14.0062,0.0,0.05,0.736926,
616,-2.7269,0.7404,12.8377,3.0457,0.05,0.621381,
617,-18.6389,0.6968,12.7188,6.4843,0.05,0.640948,
618,10.1229,0.6892,14.4685,0.0,0.05,0.699452,
619,15.8021,0.7622,12.8778,0.0,0.05,0.670623,
620,2.2596,0.7249,13.4464,1.434,0.05,0.689187,
621,-48.584,0.704,11.3693,11.6577,0.05,0.702502,
622,-9.2578,0.6884,14.5074,2.6578,0.05,0.710722,
623,9.0625,0.6963,14.2981,0.0,0.05,0.560226,
624,8.0032,0.6784,15.4752,0.0953,0.05,0.647803,
625,-74.9312,0.7351,6.0365,19.2097,0.05,0.664009,11.3917
626,12.263,0.7529,12.0859,0.0,0.05,0.598426,
627,7.7389,0.695,14.8349,0.1972,0.05,0.612403,
628,3.3656,0.7058,13.0195,0.4999,0.05,0.628155,
629,10.6222,0.6844,14.5165,0.0,0.05,0.599577,
630,9.3975,0.7199,13.9177,0.0638,0.05,0.624509,
631,-63.9033,0.7271,6.3976,17.2441,0.05,0.675258,
632,1.5196,0.6948,15.2773,0.2645,0.05,0.783364,
633,3.4846,0.7395,12.7938,1.2459,0.05,0.699155,
634,1.4235,0.7301,12.7066,1.8291,0.05,0.723168,
635,-77.2961,0.722,7.0704,19.1298,0.05,0.723327,
636,-32.0079,0.7259,10.9996,9.5325,0.05,0.655267,
637,-55.0615,0.7108,11.1976,12.7454,0.05,0.686146,
638,-3.227,0.677,15.2944,1.2432,0.05,0.603155,
639,-22.1626,0.7205,11.7708,6.0712,0.05,0.687916,
640,15.141,0.7425,12.068,0.0,0.05,0.649833,
641,15.9206,0.7212,13.5653,0.0,0.05,0.661897,
642,7.9988,0.7124,14.7173,0.0,0.05,0.688572,
643,4.4539,0.7373,12.0541,1.925,0.05,0.656639,
644,-42.8193,0.7128,11.1602,10.8255,0.05,0.660508,
645,-41.202,0.7157,11.643,10.5143,0.05,0.688801,
646,10.454,0.7352,13.1021,0.3329,0.05,0.644573,
647,-34.4429,0.7314,10.1913,9.4959,0.05,0.657668,
648,-20.3711,0.6924,14.0549,4.7265,0.05,0.604656,
649,12.4353,0.7153,13.2499,0.0,0.05,0.768717,
650,8.2621,0.7164,13.8829,0.0,0.05,0.703958,11.5644
651,9.381,0.7453,12.9082,0.4826,0.05,0.602904,
652,10.5501,0.7245,13.3114,0.2922,0.05,0.584987,
653,5.9431,0.6974,15.3609,0.4163,0.05,0.60855,
654,8.3697,0.7154,15.7645,0.0,0.05,0.752767,
655,7.8439,0.7137,14.6446,0.2035,0.05,0.733915,
656,11.2353,0.7314,11.3258,0.2003,0.05,0.595652,
657,-23.607,0.7322,11.3209,7.8934,0.05,0.7194,
658,9.7755,0.7279,14.2922,0.0,0.05,0.708058,
659,5.3544,0.7257,14.058,0.1946,0.05,0.686346,
660,-1.4527,0.7126,13.4213,1.7975,0.05,0.699036,
661,13.1012,0.7591,12.7379,0.0,0.05,0.779665,
662,-25.5618,0.7617,9.8602,8.2138,0.05,0.611872,
663,14.3286,0.7301,12.4695,0.0,0.05,0.661817,
664,9.2398,0.7531,12.659,0.7339,0.05,0.665893,
665,13.0426,0.7403,13.3921,0.0,0.05,0.596592,
666,-33.7814,0.7044,11.1947,9.191,0.05,0.614216,
667,1.9155,0.7203,14.6615,1.0618,0.05,0.691165,
668,13.2747,0.7248,12.8252,0.0,0.05,0.684031,
669,-53.1545,0.724,10.274,13.9155,0.05,0.58167,
670,2.262,0.7271,13.7254,0.6944,0.05,0.643179,
671,10.9559,0.7267,14.3447,0.0,0.05,0.659921,
672,-2.5899,0.6937,15.3884,1.5739,0.05,0.625051,
673,12.0142,0.7361,14.2343,0.0,0.05,0.662872,
674,3.1572,0.7307,14.0057,1.6701,0.05,0.709406,
675,-24.8609,0.7324,10.5284,8.0115,0.05,0.659182,10.2925
676,-21.8006,0.6967,12.9329,7.0794,0.05,0.628388,
677,-51.7503,0.6935,12.0143,11.5728,0.05,0.644503,
678,9.933,0.7064,14.742,0.0,0.05,0.684467,
679,8.5983,0.744,12.6121,0.1699,0.05,0.652938,
680,4.5452,0.701,15.0091,0.0768,0.05,0.592534,
681,12.7232,0.7699,12.3329,0.3956,0.05,0.666168,
682,8.0801,0.7327,13.3384,0.5259,0.05,0.610609,
683,-53.121,0.6826,11.049,12.9474,0.05,0.602174,
684,2.2796,0.6951,15.6571,0.1245,0.05,0.633294,
685,1.009,0.7235,14.4275,0.6582,0.05,0.69073,
686,14.1125,0.755,13.1934,0.0,0.05,0.665796,
687,-2.5236,0.6916,14.7239,2.3188,0.05,0.645303,
688,2.4449,0.7209,12.1464,1.2898,0.05,0.673156,
689,11.6915,0.7527,12.5451,0.0,0.05,0.671006,
690,4.4231,0.7068,14.9764,0.7413,0.05,0.545613,
691,-45.5041,0.7024,7.7915,12.2854,0.05,0.593525,
692,-3.9812,0.7085,14.8828,1.9953,0.05,0.630826,
693,-28.869,0.7359,10.0509,8.3238,0.05,0.666776,
694,-40.6634,0.7148,11.332,11.3716,0.05,0.644978,
695,8.4224,0.6963,15.9943,0.0,0.05,0.612692,
696,-10.2496,0.7328,12.3875,5.0462,0.05,0.667591,
697,-18.5342,0.7298,13.392,4.2087,0.05,0.677179,
698,15.3827,0.7434,12.6775,0.0,0.05,0.587196,
699,5.8281,0.7044,14.1026,0.0439,0.05,0.776397,
700,12.134,0.7338,14.1651,0.0,0.05,0.540061,11.1201
701,-55.8954,0.6744,13.382,13.3,0.05,0.612615,
702,-24.5613,0.7013,12.2479,7.4289,0.05,0.620825,
703,6.7005,0.7113,14.6168,1.0405,0.05,0.689684,
704,-9.9158,0.7274,12.9246,3.5859,0.05,0.557334,
705,-25.3572,0.7179,12.7682,7.3133,0.05,0.695711,
706,2.9537,0.7182,13.4627,0.9863,0.05,0.582981,
707,-43.6939,0.7068,11.7743,10.5101,0.05,0.550559,
708,-46.8151,0.7096,11.3961,12.3135,0.05,0.61246,
709,-99.2315,0.658,10.5784,21.1177,0.05,0.706054,
710,5.3304,0.7025,13.6327,0.2585,0.05,0.587529,
711,-18.3745,0.7574,9.3204,7.1654,0.05,0.607954,
712,-17.2172,0.735,11.4689,5.9733,0.05,0.748111,
713,-44.9635,0.7258,10.2368,11.8386,0.05,0.645513,
714,7.7531,0.7303,14.1636,0.01,0.05,0.691766,
715,-35.6242,0.6955,12.0722,10.0235,0.05,0.642652,
716,9.1858,0.7504,13.018,0.91,0.05,0.64183,
717,0.4848,0.7173,13.8431,1.6681,0.05,0.672227,
718,-6.272,0.7103,13.5162,2.552,0.05,0.656125,
719,7.391,0.7037,14.0183,0.3205,0.05,0.658145,
720,0.7268,0.7678,9.1683,4.3898,0.05,0.69837,
721,13.6277,0.7525,12.6891,0.0,0.05,0.719661,
722,6.808,0.7336,14.0244,0.1608,0.05,0.650757,
723,5.873,0.7276,13.1532,0.6667,0.05,0.644553,
724,4.1799,0.7029,15.2781,0.0,0.05,0.592736,
725,1.974,0.7326,13.1502,1.2338,0.05,0.617456,9.7557
726,-23.0872,0.6857,11.437,6.785,0.05,0.564155,
727,6.2213,0.7672,12.0582,0.4922,0.05,0.648902,
728,10.0259,0.7565,12.3739,0.4452,0.05,0.643731,
729,11.2485,0.7397,12.6889,1.1124,0.05,0.543082,
730,11.3027,0.7227,14.2294,0.0,0.05,0.605879,
731,7.2672,0.7085,14.1111,0.5095,0.05,0.58832,
732,5.2525,0.7249,13.6518,1.34,0.05,0.608979,
733,-1.1971,0.6877,14.2441,2.3235,0.05,0.636689,
734,-15.3667,0.6989,14.4196,4.4526,0.05,0.591145,
735,-51.1953,0.7117,10.5726,11.8379,0.05,0.572329,
736,7.93,0.6996,15.6116,0.0,0.05,0.644269,
737,-5.4965,0.706,13.6865,2.2655,0.05,0.679279,
738,-9.9977,0.685,14.8535,2.9068,0.05,0.709313,
739,16.2222,0.7233,12.4594,0.0,0.05,0.639274,
740,12.8162,0.7579,12.3292,0.0,0.05,0.687575,
741,7.5157,0.7346,13.9479,0.0304,0.05,0.661942,
742,-26.8953,0.6792,9.0557,7.9879,0.05,0.573185,
743,-0.7313,0.6793,14.5369,0.7029,0.05,0.669717,
744,-13.9991,0.7039,12.9045,3.5092,0.05,0.639,
745,-43.5495,0.7288,9.8258,11.8359,0.05,0.629951,
746,-6.6788,0.7354,12.2208,3.9192,0.05,0.653223,
747,13.4107,0.7597,12.236,0.0,0.05,0.687963,
748,-35.8463,0.7356,9.1051,10.0518,0.05,0.585281,
749,14.9383,0.7508,12.5777,0.0,0.05,0.610832,
750,13.6009,0.7286,12.9138,0.0,0.05,0.645367,11.9226
751,0.0501,0.7056,14.1995,1.0396,0.05,0.619628,
752,15.8789,0.7418,12.5465,0.0,0.05,0.661252,
753,0.0665,0.721,14.3227,1.3488,0.05,0.498231,
754,7.9542,0.6754,15.3341,0.0,0.05,0.610201,
755,-4.592,0.7297,13.7278,2.9241,0.05,0.639174,
756,10.084,0.7379,13.6287,0.0207,0.05,0.61,
757,-11.0008,0.6922,15.0909,3.1014,0.05,0.635182,
758,-27.2789,0.7248,12.1064,7.5607,0.05,0.649889,
759,2.3314,0.71,14.2425,1.5837,0.05,0.585473,
760,-7.3704,0.6855,14.6924,2.2491,0.05,0.56127,
761,8.0987,0.7377,13.6771,0.0,0.05,0.64167,
762,11.4565,0.7175,13.1678,0.0,0.05,0.722768,
763,6.1565,0.6814,15.2282,0.4613,0.05,0.55929,
764,-37.8098,0.714,10.7895,9.9847,0.05,0.597265,
765,4.7381,0.7287,14.4747,0.8805,0.05,0.649013,
766,6.5989,0.6971,15.1293,0.0,0.05,0.570803,
767,9.7845,0.733,13.837,0.0,0.05,0.627919,
768,7.5122,0.7148,14.459,0.0695,0.05,0.583829,
769,-43.1209,0.7003,12.8309,10.5183,0.05,0.654279,
770,-55.4364,0.7088,10.2371,13.5979,0.05,0.67207,
771,-13.7868,0.7308,10.5642,6.2174,0.05,0.602303,
772,3.7279,0.695,15.4305,0.5975,0.05,0.511492,
773,10.7147,0.7336,13.806,0.0,0.05,0.665977,
774,-13.1095,0.6977,14.4028,4.0814,0.05,0.554755,
775,0.09,0.7125,12.4382,2.9071,0.05,0.631012,12.0971
776,-3.5219,0.6797,14.4002,2.174,0.05,0.653554,
777,-0.4164,0.6793,16.3268,0.6175,0.05,0.637351,
778,4.7781,0.7442,13.4276,0.8697,0.05,0.68324,
779,10.8477,0.7401,11.1472,0.0,0.05,0.652593,
780,7.4853,0.723,12.9277,0.2258,0.05,0.612647,
781,10.0406,0.7687,12.1927,0.3332,0.05,0.614074,
782,-15.608,0.7139,11.7393,4.567,0.05,0.649544,
783,6.7487,0.7044,14.778,0.3279,0.05,0.608927,
784,5.088,0.7136,15.2805,0.0,0.05,0.54108,
785,-6.478,0.7004,14.4577,3.1425,0.05,0.585392,
786,5.5988,0.7006,14.8307,0.0983,0.05,0.614337,
787,-0.4954,0.6762,14.8384,1.3204,0.05,0.650974,
788,-0.1226,0.6888,15.3596,1.2441,0.05,0.603842,
789,8.9544,0.7097,14.3155,0.0,0.05,0.610457,
790,-0.469,0.707,13.1727,1.2433,0.05,0.545881,
791,-5.8307,0.7263,11.7698,4.3648,0.05,0.555513,
792,7.59,0.7448,13.1061,0.1949,0.05,0.617874,
793,3.795,0.7386,14.126,0.8927,0.05,0.594426,
794,11.7162,0.7273,12.972,0.0,0.05,0.628658,
795,-5.3406,0.748,11.9833,3.4801,0.05,0.642372,
796,14.5061,0.7412,12.4896,0.0,0.05,0.60384,
797,7.8077,0.7003,14.5336,0.0,0.05,0.544663,
798,4.4312,0.7242,13.2499,0.8928,0.05,0.439802,
799,10.2249,0.7339,12.7975,0.6724,0.05,0.525029,
800,13.9285,0.7224,13.3033,0.0,0.05,0.546003,11.3767
801,-4.6036,0.7202,12.6358,2.4267,0.05,0.556872,
802,9.3914,0.7339,13.92,0.0699,0.05,0.543946,
803,-16.0778,0.7072,13.7503,4.4471,0.05,0.603651,
804,15.4126,0.7743,10.7708,0.0,0.05,0.629971,
805,6.9112,0.7056,13.834,0.7017,0.05,0.629402,
806,12.5145,0.7358,13.9015,0.0,0.05,0.739153,
807,9.944,0.729,14.0314,0.1279,0.05,0.62252,
808,3.9937,0.701,15.4332,1.4797,0.05,0.625868,
809,-28.543,0.6816,11.0497,8.1784,0.05,0.537661,
810,-2.0711,0.6847,14.7299,1.6148,0.05,0.599613,
811,0.551,0.7083,12.9096,1.7723,0.05,0.640319,
812,-16.7779,0.7143,11.5829,5.5486,0.05,0.623147,
813,8.3822,0.734,12.9375,0.2847,0.05,0.546799,
814,-17.5434,0.7524,11.1707,6.0417,0.05,0.567012,
815,-15.0892,0.6852,15.0571,3.5158,0.05,0.593316,
816,9.5353,0.7023,14.8717,0.0,0.05,0.575377,
817,5.9644,0.7375,12.5005,0.6317,0.05,0.496985,
818,6.1507,0.6896,13.6976,0.0,0.05,0.651135,
819,10.8465,0.7277,14.5591,0.0,0.05,0.554714,
820,2.9772,0.7272,12.3461,1.9337,0.05,0.522852,
821,4.39,0.7339,13.9043,0.1743,0.05,0.622846,
822,7.9208,0.6996,14.6824,0.0,0.05,0.603479,
823,7.8255,0.6998,12.9889,0.0,0.05,0.537883,
824,8.5092,0.6953,14.4217,0.3254,0.05,0.625048,
825,-17.3097,0.7311,11.8449,5.6834,0.05,0.566216,11.4203
826,9.9932,0.7119,15.0017,0.0,0.05,0.642718,
827,-26.1642,0.6978,12.8061,7.5241,0.05,0.575782,
828,-22.1986,0.6884,12.4711,6.1609,0.05,0.707857,
829,7.3865,0.6959,15.5704,0.0,0.05,0.582928,
830,-5.5207,0.7057,12.2585,3.4182,0.05,0.611587,
831,6.718,0.7534,10.3576,1.0504,0.05,0.550444,
832,-0.285,0.7111,14.8656,1.1516,0.05,0.541166,
833,12.799,0.7371,13.5157,0.0,0.05,0.614514,
834,1.4829,0.7033,12.8371,0.7922,0.05,0.528213,
835,-5.2631,0.7396,13.6234,2.1976,0.05,0.485025,
836,4.8946,0.7066,12.6204,0.0,0.05,0.650873,
837,-10.1278,0.7121,12.1841,4.1454,0.05,0.559853,
838,13.1496,0.7472,12.6921,0.0,0.05,0.582824,
839,-2.1818,0.711,13.9296,2.1189,0.05,0.562384,
