episode,total_reward,renewable_ratio,total_cost,blackout_energy,epsilon,loss_mean,eval_reward
840,10.908,0.7399,13.3266,0.0147,0.05,0.573849,
841,4.275,0.7471,13.2511,1.0646,0.05,0.570825,
842,9.3238,0.7465,12.3256,0.1904,0.05,0.598052,
843,-37.1671,0.7276,10.2512,10.8389,0.05,0.564395,
844,5.9161,0.6992,14.5548,0.5355,0.05,0.605859,
845,2.5267,0.6861,15.2684,0.4572,0.05,0.54766,
846,-1.9839,0.6941,15.2049,1.4808,0.05,0.610208,
847,-7.7379,0.7284,12.444,2.5977,0.05,0.56842,
848,8.4733,0.7103,14.7101,0.0,0.05,0.516841,
849,8.2981,0.7229,14.9026,0.0,0.05,0.610462,
850,-29.6909,0.726,10.4032,8.9478,0.05,0.640236,11.7685
851,6.0762,0.6856,16.5495,0.0,0.05,0.571744,
852,5.4003,0.7204,14.3824,0.0,0.05,0.502939,
853,5.1194,0.7039,14.7715,0.5853,0.05,0.649211,
854,8.9925,0.6864,14.8304,0.0,0.05,0.543074,
855,-16.1807,0.6853,14.1691,3.7034,0.05,0.641588,
856,11.6622,0.7148,14.0158,0.0,0.05,0.68912,
857,10.4023,0.7525,12.3368,0.0,0.05,0.563239,
858,10.5905,0.7034,14.6475,0.0,0.05,0.592421,
859,-98.3818,0.6995,9.3423,22.3494,0.05,0.571736,
860,9.6245,0.7142,13.1028,0.5393,0.05,0.583626,
861,5.4138,0.7155,14.179,1.8893,0.05,0.567778,
862,-4.654,0.7185,13.3573,2.3329,0.05,0.620011,
863,11.3881,0.7323,13.0486,0.0,0.05,0.677683,
864,10.7276,0.7321,13.3442,0.0,0.05,0.619461,
865,12.4165,0.7464,13.4698,0.0,0.05,0.544853,
866,10.4494,0.7276,13.3416,0.1706,0.05,0.605535,
867,13.0299,0.754,13.0673,0.0,0.05,0.612594,
868,11.6109,0.6912,14.9876,0.0,0.05,0.620039,
869,9.9185,0.7157,14.5235,0.0,0.05,0.603923,
870,12.6343,0.758,12.3587,0.0,0.05,0.62316,
871,-1.193,0.7166,14.0477,1.822,0.05,0.59127,
872,10.4778,0.6965,13.7257,0.0,0.05,0.513932,
873,1.0334,0.6945,15.7358,0.4608,0.05,0.522392,
874,18.24,0.7562,10.786,0.0,0.05,0.529783,
875,8.7793,0.7566,12.924,0.6071,0.05,0.578595,10.8478
876,-4.1693,0.7293,12.7383,3.2553,0.05,0.637656,
877,15.4795,0.7453,12.6338,0.0,0.05,0.603552,
878,9.8181,0.7045,14.1587,0.0,0.05,0.568644,
879,10.9058,0.7094,14.2404,0.0,0.05,0.566151,
880,12.3151,0.7618,11.7526,0.0,0.05,0.591245,
881,-58.9319,0.65,13.2362,12.5151,0.05,0.666733,
882,3.8407,0.7021,14.2383,0.5734,0.05,0.666717,
883,11.7667,0.7678,11.7761,0.5482,0.05,0.63536,
884,9.4365,0.6914,14.9664,0.0,0.05,0.555199,
885,-25.6465,0.6827,12.2533,7.6382,0.05,0.567691,
886,9.0131,0.7318,14.2938,0.2946,0.05,0.60374,
887,-0.1232,0.6807,16.5449,0.8952,0.05,0.543529,
888,12.0581,0.7477,12.2793,0.2508,0.05,0.584054,
889,-49.4647,0.7387,9.3536,12.5542,0.05,0.686124,
890,-7.7133,0.7273,12.6144,3.261,0.05,0.586971,
891,-17.2338,0.723,10.7706,6.4292,0.05,0.532756,
892,11.208,0.7492,12.3795,0.2774,0.05,0.592873,
893,7.0858,0.6973,14.776,0.0,0.05,0.550242,
894,1.1818,0.729,12.5701,2.1923,0.05,0.516338,
895,-18.4925,0.7398,10.0771,6.8302,0.05,0.641247,
896,10.5328,0.7658,12.3043,0.114,0.05,0.600437,
897,6.1206,0.7205,12.4408,0.353,0.05,0.549879,
898,13.5805,0.7219,14.0496,0.0,0.05,0.582838,
899,7.234,0.7296,13.7021,0.0,0.05,0.504185,
900,-2.0266,0.7055,14.6763,1.9014,0.05,0.563568,9.6561
901,1.0206,0.6749,15.5711,1.5432,0.05,0.629904,
902,3.5198,0.7057,14.3935,0.5252,0.05,0.521325,
903,12.7092,0.7179,15.1186,0.0,0.05,0.542769,
904,6.0873,0.6831,13.9909,0.0,0.05,0.596377,
905,5.7782,0.6931,15.4898,0.0,0.05,0.577606,
906,11.905,0.726,13.6131,0.0,0.05,0.618308,
907,11.5495,0.7168,14.7471,0.0,0.05,0.558879,
908,0.1395,0.706,13.9142,1.1926,0.05,0.490937,
909,14.0646,0.771,11.8329,0.0,0.05,0.616672,
910,-33.8604,0.6979,12.383,8.3552,0.05,0.573939,
911,-41.2779,0.7103,12.3846,10.1188,0.05,0.521529,
912,-39.5195,0.6864,10.8488,10.5426,0.05,0.574245,
913,8.3235,0.6773,16.0049,0.0,0.05,0.534737,
914,11.3555,0.7522,12.9758,0.0,0.05,0.604108,
915,8.9443,0.6992,15.1854,0.0,0.05,0.550402,
916,-5.1398,0.6968,13.4128,2.9921,0.05,0.506644,
917,2.5479,0.7031,14.7374,0.5307,0.05,0.526025,
918,-2.0504,0.7252,13.4051,1.9885,0.05,0.57278,
919,7.8911,0.7207,13.9012,0.4152,0.05,0.627258,
920,7.9737,0.7045,15.0694,0.0,0.05,0.537565,
921,-17.9614,0.7294,12.599,5.6113,0.05,0.542762,
922,15.4723,0.7715,12.1234,0.0,0.05,0.520811,
923,-31.469,0.7172,12.579,8.741,0.05,0.523017,
924,0.333,0.7139,13.5576,1.7216,0.05,0.610057,
925,15.828,0.7466,13.7727,0.0,0.05,0.46066,11.4362
926,9.3818,0.7289,13.5785,0.0,0.05,0.502787,
927,10.4691,0.6836,15.1163,0.0,0.05,0.508157,
928,14.7146,0.7378,13.3937,0.0,0.05,0.547381,
929,9.98,0.7365,12.7998,0.0,0.05,0.475012,
930,-34.4581,0.7955,7.2678,11.4457,0.05,0.551567,
931,-3.5678,0.6965,14.582,2.4296,0.05,0.583324,
932,11.8648,0.7732,12.4497,0.0,0.05,0.566397,
933,10.0653,0.714,14.5495,0.0,0.05,0.576279,
934,9.3364,0.7028,13.8551,0.0,0.05,0.556425,
935,0.0184,0.6977,15.1688,1.6487,0.05,0.600499,
936,4.2941,0.7286,13.9814,0.7548,0.05,0.579022,
937,1.989,0.7306,10.9714,2.2809,0.05,0.57461,
938,5.0899,0.7234,12.5088,1.5696,0.05,0.525141,
939,1.2012,0.7215,12.7292,2.1679,0.05,0.646914,
940,-0.4024,0.6972,14.6435,0.8949,0.05,0.4953,
941,1.1752,0.7337,13.4275,1.343,0.05,0.509659,
942,-0.6794,0.685,14.6303,1.5891,0.05,0.498722,
943,6.1401,0.7276,13.6616,0.0,0.05,0.525471,
944,8.7742,0.7286,12.0773,0.0,0.05,0.542062,
945,-10.8362,0.7145,13.2738,2.98,0.05,0.642819,
946,-1.0414,0.6925,12.6522,1.348,0.05,0.618356,
947,-21.7481,0.7421,11.3521,6.773,0.05,0.560581,
948,-23.0719,0.7387,10.4175,7.8032,0.05,0.5163,
949,10.3412,0.7045,14.9591,0.0,0.05,0.510245,
950,4.221,0.6767,15.2805,0.9457,0.05,0.501199,12.2912
951,-40.0479,0.6606,14.0674,9.5858,0.05,0.509071,
952,14.7651,0.7586,12.5426,0.0,0.05,0.584541,
953,13.208,0.7384,12.3543,0.0,0.05,0.574939,
954,5.3148,0.6987,15.026,0.501,0.05,0.524223,
955,3.0049,0.756,10.612,2.1252,0.05,0.594972,
956,6.7067,0.7093,14.1239,0.8381,0.05,0.573718,
957,-0.16,0.6989,15.3235,1.8019,0.05,0.551308,
958,3.3723,0.7021,14.0006,1.2841,0.05,0.48014,
959,8.5239,0.733,13.7658,0.2825,0.05,0.585069,
960,8.2822,0.7258,12.5981,0.5767,0.05,0.588673,
961,7.7136,0.731,13.4892,0.2838,0.05,0.538435,
962,4.8722,0.693,14.6171,0.0,0.05,0.617872,
963,1.4898,0.7111,14.8252,1.1964,0.05,0.503384,
964,8.5185,0.7074,14.5162,0.0,0.05,0.61356,
965,-9.2072,0.7641,11.3858,4.304,0.05,0.567722,
966,5.798,0.7752,11.1968,0.3388,0.05,0.601526,
967,6.222,0.7183,14.7412,0.0,0.05,0.504218,
968,11.3147,0.7278,13.9674,0.0,0.05,0.544877,
969,-13.44,0.6956,13.5026,4.0857,0.05,0.516556,
970,-0.8773,0.743,12.7654,1.5815,0.05,0.55208,
971,15.9783,0.7367,13.5641,0.0,0.05,0.598317,
972,-114.8627,0.6962,8.0125,25.9795,0.05,0.47164,
973,8.5053,0.7343,12.9577,0.8238,0.05,0.611235,
974,-66.2547,0.697,10.5803,15.4187,0.05,0.519756,
975,-3.7945,0.7128,14.8216,1.8051,0.05,0.545865,11.1592
976,15.2211,0.759,12.5058,0.0,0.05,0.638442,
977,0.0545,0.7252,13.5398,1.4172,0.05,0.513821,
978,-3.898,0.72,13.8723,2.4657,0.05,0.538236,
979,8.2439,0.7375,14.169,0.0668,0.05,0.555188,
980,13.3886,0.7352,12.5933,0.0,0.05,0.495262,
981,11.4615,0.7061,14.5651,0.0,0.05,0.538566,
982,11.1055,0.7005,14.2933,0.0,0.05,0.550492,
983,-18.4136,0.7216,12.5074,7.0214,0.05,0.558894,
984,-33.0032,0.7175,12.4831,8.1633,0.05,0.496725,
985,-34.5209,0.7147,11.0327,9.5659,0.05,0.523586,
986,15.7231,0.7674,12.2135,0.0,0.05,0.512056,
987,-0.5304,0.7318,11.7816,0.7775,0.05,0.537726,
988,-39.6955,0.7289,8.8082,10.6631,0.05,0.486488,
989,-2.0947,0.7011,15.0289,1.5206,0.05,0.617853,
990,-1.0599,0.7233,12.4009,2.4406,0.05,0.45898,
991,13.6436,0.7082,13.0706,0.0,0.05,0.610347,
992,-18.0332,0.6845,13.8091,5.7564,0.05,0.536598,
993,-24.4255,0.7301,10.3132,8.1993,0.05,0.604018,
994,11.0828,0.7282,13.8606,0.0,0.05,0.55122,
995,7.63,0.6971,15.7099,0.0,0.05,0.535318,
996,13.2436,0.732,13.4508,0.0,0.05,0.528725,
997,9.1113,0.7336,14.4618,0.1133,0.05,0.480472,
998,10.1514,0.7285,14.2833,0.1152,0.05,0.536792,
999,7.462,0.7335,14.2598,0.2982,0.05,0.566898,
1000,-2.0456,0.6985,15.1126,1.376,0.05,0.48196,10.443
1001,4.5597,0.7096,14.9905,0.2463,0.05,0.540018,
1002,10.9245,0.7478,13.7774,0.0497,0.05,0.646323,
1003,-4.2349,0.6789,14.3456,1.2925,0.05,0.528577,
1004,6.415,0.73,13.54,0.2738,0.05,0.547335,
1005,10.5979,0.7046,15.0547,0.0,0.05,0.542559,
1006,9.4835,0.706,15.1781,0.0,0.05,0.573336,
1007,6.9078,0.7276,14.4721,0.0,0.05,0.495522,
1008,2.0429,0.6818,15.5484,0.679,0.05,0.552179,
1009,-61.3585,0.6821,11.981,13.7093,0.05,0.534128,
1010,-57.2087,0.7013,11.0305,12.8065,0.05,0.542899,
1011,5.2421,0.6989,15.7566,0.7049,0.05,0.476581,
1012,3.1297,0.7447,12.8391,0.9458,0.05,0.574099,
1013,-55.9614,0.7126,10.66,12.976,0.05,0.499388,
1014,11.8993,0.7399,12.5131,0.0,0.05,0.587332,
1015,-0.9944,0.7095,15.0514,2.5098,0.05,0.501839,
1016,-38.5271,0.6857,12.279,8.9509,0.05,0.584797,
1017,2.5465,0.7329,13.4614,1.2727,0.05,0.554058,
1018,0.3956,0.6733,15.079,1.4868,0.05,0.47219,
1019,4.7869,0.7613,12.5421,2.0142,0.05,0.504298,
1020,-32.8743,0.7127,11.2892,9.741,0.05,0.560114,
1021,-2.9043,0.685,16.364,1.3312,0.05,0.570663,
1022,2.1627,0.7331,13.4912,1.1392,0.05,0.505785,
1023,11.2213,0.7103,14.5996,0.0,0.05,0.546383,
1024,16.9598,0.7795,11.0527,0.0,0.05,0.509831,
1025,10.3126,0.7511,12.7866,0.0,0.05,0.56698,11.2112
1026,1.0368,0.7435,10.9663,2.7793,0.05,0.442015,
1027,-7.1173,0.7105,12.8637,1.6915,0.05,0.504866,
1028,14.0262,0.7571,13.3065,0.0,0.05,0.638539,
1029,-34.8259,0.7075,12.0372,9.5846,0.05,0.527234,
1030,1.0659,0.6965,13.6914,0.8726,0.05,0.529296,
1031,-7.5641,0.6565,16.6204,2.5292,0.05,0.535295,
1032,7.441,0.7208,13.1517,0.5782,0.05,0.534755,
1033,1.3888,0.7216,11.5672,2.2441,0.05,0.57055,
1034,12.7271,0.7475,12.9096,1.0157,0.05,0.566852,
1035,-13.4605,0.7136,12.4846,4.4324,0.05,0.560984,
1036,-24.6633,0.7116,12.23,7.1445,0.05,0.569921,
1037,-38.007,0.7334,10.1135,10.975,0.05,0.538877,
1038,9.5713,0.6987,15.5606,0.0,0.05,0.527558,
1039,-1.7699,0.6837,15.3083,1.944,0.05,0.566695,
1040,0.1241,0.7272,13.8209,1.4532,0.05,0.553626,
1041,-11.8407,0.7108,13.229,3.1513,0.05,0.530626,
1042,12.49,0.7338,13.5328,0.0,0.05,0.588892,
1043,10.7443,0.7125,13.6465,0.0,0.05,0.581807,
1044,-17.7047,0.7254,11.175,6.8452,0.05,0.593569,
1045,7.2788,0.7107,15.2855,0.1327,0.05,0.531529,
1046,2.8097,0.667,15.3753,0.8288,0.05,0.566432,
1047,-44.4259,0.7255,9.4872,12.4394,0.05,0.561798,
1048,8.2923,0.6896,13.8834,0.1353,0.05,0.525847,
1049,11.2933,0.756,12.6311,0.0,0.05,0.533131,
1050,-10.7928,0.7251,11.9415,4.1598,0.05,0.571718,11.4241
1051,13.7398,0.7344,12.962,0.0,0.05,0.476006,
1052,5.4291,0.7469,13.2619,0.7078,0.05,0.460236,
1053,12.0673,0.7425,13.1155,0.0,0.05,0.536789,
1054,-30.8295,0.6996,12.5078,8.5116,0.05,0.544735,
1055,-39.6295,0.7211,10.9716,10.9056,0.05,0.546992,
1056,10.161,0.7463,12.6881,0.2115,0.05,0.533705,
1057,-12.3128,0.6847,13.5784,3.326,0.05,0.518817,
1058,10.4923,0.7272,12.446,0.0985,0.05,0.530858,
1059,-24.9059,0.7114,12.2758,6.4843,0.05,0.549926,
1060,-9.4333,0.6779,15.0583,2.8438,0.05,0.500999,
1061,1.1346,0.6782,15.4158,1.1041,0.05,0.534842,
1062,14.3402,0.7588,12.4317,0.0,0.05,0.543097,
1063,9.2747,0.7185,14.343,0.0,0.05,0.559605,
1064,-0.6508,0.6825,15.4858,1.3859,0.05,0.520563,
1065,-9.4252,0.7136,14.1949,3.3865,0.05,0.547038,
1066,-64.951,0.7157,8.4862,16.3708,0.05,0.531779,
1067,12.5087,0.7234,14.3292,0.0,0.05,0.593832,
1068,-29.4678,0.6587,13.8644,6.1736,0.05,0.530666,
1069,4.8337,0.6849,15.1944,0.2813,0.05,0.561285,
1070,10.4091,0.7392,13.3204,0.0063,0.05,0.526309,
1071,9.4119,0.7253,12.6825,0.0,0.05,0.506045,
1072,-93.2526,0.7146,8.0982,22.9382,0.05,0.558328,
1073,13.0855,0.7548,12.4947,0.0,0.05,0.478065,
1074,11.6898,0.7406,13.4867,0.0,0.05,0.527129,
1075,7.2218,0.7168,14.594,0.0,0.05,0.546674,11.4007
1076,3.7681,0.7351,13.2545,0.5406,0.05,0.519631,
1077,1.3937,0.7174,13.3948,1.4848,0.05,0.500912,
1078,-40.9973,0.7124,11.1067,10.8508,0.05,0.53661,
1079,12.4031,0.7304,13.5056,0.0359,0.05,0.510567,
1080,9.6387,0.7124,14.0341,0.0,0.05,0.528892,
1081,-43.2921,0.6951,11.717,11.1281,0.05,0.607254,
1082,5.0885,0.715,14.8293,0.0516,0.05,0.550611,
1083,-48.651,0.711,10.6304,12.1228,0.05,0.543527,
1084,-11.468,0.6681,14.551,3.1958,0.05,0.529226,
1085,9.16,0.7468,13.2836,0.3816,0.05,0.558392,
1086,-36.0974,0.7191,10.6821,9.6417,0.05,0.535905,
1087,-37.7343,0.7167,10.9819,10.5467,0.05,0.493378,
1088,-19.3788,0.7196,14.7008,4.5167,0.05,0.545975,
1089,-10.1719,0.6931,13.2269,3.4707,0.05,0.560464,
1090,12.3885,0.7159,14.9246,0.0,0.05,0.55384,
1091,12.3265,0.7353,13.7719,0.0,0.05,0.54498,
1092,5.8032,0.7609,11.8654,0.9846,0.05,0.533209,
1093,6.5331,0.6982,14.178,0.0,0.05,0.478375,
1094,-34.9861,0.7417,9.7241,9.4421,0.05,0.588996,
1095,13.4717,0.733,13.734,0.0,0.05,0.532877,
1096,-11.2157,0.7323,12.3443,4.822,0.05,0.550004,
1097,12.1383,0.6984,14.1328,0.0,0.05,0.577111,
1098,-14.6542,0.6923,15.0888,3.5332,0.05,0.548659,
1099,11.8044,0.7203,13.374,0.0,0.05,0.581336,
1100,9.2487,0.7391,13.2647,0.0,0.05,0.540114,11.3893
1101,-4.1951,0.7031,14.3873,2.5387,0.05,0.46162,
1102,-33.3585,0.6846,12.8291,8.0478,0.05,0.57264,
1103,12.6679,0.7365,13.24,0.0,0.05,0.577869,
1104,4.9143,0.7424,12.9451,1.1221,0.05,0.570151,
1105,8.7862,0.7097,14.0134,0.0312,0.05,0.468838,
1106,12.0357,0.7141,13.4312,0.0,0.05,0.503625,
1107,-10.8398,0.6997,14.8262,3.9776,0.05,0.504813,
1108,9.8017,0.7068,15.3898,0.0,0.05,0.498073,
1109,10.5462,0.6984,14.6613,0.0,0.05,0.555138,
1110,8.5965,0.7228,15.4895,0.0,0.05,0.556997,
1111,-5.7203,0.7012,15.892,1.8864,0.05,0.500195,
1112,7.0478,0.6909,13.8106,0.1829,0.05,0.541628,
1113,7.1816,0.7302,12.3144,1.1115,0.05,0.56391,
1114,5.3504,0.7084,14.0126,0.1274,0.05,0.516335,
1115,0.1553,0.7202,14.0874,0.6011,0.05,0.492211,
1116,3.7411,0.7397,13.5475,0.9903,0.05,0.560817,
1117,11.0332,0.7448,13.5902,0.0,0.05,0.509891,
1118,12.4298,0.728,13.6543,0.0,0.05,0.545263,
1119,4.5944,0.7259,13.9264,0.9177,0.05,0.621869,
1120,14.2685,0.7498,13.0871,0.0,0.05,0.589166,
1121,9.8006,0.7254,14.3062,0.0,0.05,0.526653,
1122,-0.4685,0.6921,13.4986,1.6914,0.05,0.502728,
1123,6.5538,0.7173,13.0559,0.0198,0.05,0.537719,
1124,-31.6032,0.7186,11.385,8.7857,0.05,0.581908,
1125,7.2164,0.7417,13.0308,0.3189,0.05,0.451019,11.6635
1126,-0.219,0.6951,15.1163,0.8632,0.05,0.427467,
1127,-30.5434,0.7645,8.3079,9.676,0.05,0.655087,
1128,2.9744,0.6938,14.5436,0.9597,0.05,0.584475,
1129,17.2721,0.7405,12.0746,0.0,0.05,0.527527,
1130,11.5786,0.7192,14.1839,0.0,0.05,0.547059,
1131,-44.08,0.7377,9.944,11.4789,0.05,0.52919,
1132,12.8791,0.7241,14.9155,0.0,0.05,0.524446,
1133,10.1167,0.705,14.7196,0.0,0.05,0.435225,
1134,-8.2144,0.7178,13.1617,3.0737,0.05,0.582094,
1135,-33.9386,0.7236,10.7574,10.087,0.05,0.575438,
1136,4.9146,0.6982,15.338,0.0,0.05,0.465296,
1137,2.6925,0.6759,16.3132,0.2172,0.05,0.551798,
1138,-24.2005,0.7311,11.805,7.4115,0.05,0.502169,
1139,-68.2844,0.7519,5.9772,17.5782,0.05,0.408782,
1140,11.0419,0.7478,11.6164,0.0,0.05,0.584023,
1141,6.0763,0.714,13.6226,0.9407,0.05,0.568925,
1142,-7.9675,0.7284,11.301,4.138,0.05,0.548878,
1143,-29.0213,0.6991,12.2199,7.8728,0.05,0.533134,
1144,7.3938,0.6985,14.6724,0.241,0.05,0.57762,
1145,12.018,0.7403,13.3312,0.0,0.05,0.58723,
1146,2.6596,0.6936,15.7663,0.7513,0.05,0.589392,
1147,10.6337,0.6868,15.5549,0.0,0.05,0.575038,
1148,4.6493,0.7266,14.2789,0.8178,0.05,0.576846,
1149,-38.3885,0.656,12.1743,9.3623,0.05,0.515338,
1150,5.2195,0.6997,13.7573,0.7944,0.05,0.510903,11.6349
1151,-27.1733,0.7344,8.3864,7.8846,0.05,0.569356,
1152,9.9525,0.7096,14.4831,0.0,0.05,0.465144,
1153,14.1813,0.753,13.1081,0.0,0.05,0.497377,
1154,0.8186,0.6939,14.5855,0.671,0.05,0.533377,
1155,2.4901,0.719,12.7675,0.5072,0.05,0.543584,
1156,9.8417,0.7058,15.1566,0.0,0.05,0.556475,
1157,-8.3104,0.7148,13.7411,2.8431,0.05,0.6136,
1158,-34.2857,0.7241,10.0419,10.2537,0.05,0.573663,
1159,-21.5245,0.7209,11.7356,6.4926,0.05,0.511,
1160,-43.154,0.7574,6.0896,12.918,0.05,0.52577,
1161,-26.0728,0.7736,9.5472,9.04,0.05,0.535641,
1162,-5.5468,0.7097,15.0126,2.6516,0.05,0.548029,
1163,12.1838,0.7257,13.6379,0.0,0.05,0.483348,
1164,-2.1171,0.6835,16.0956,1.0224,0.05,0.509956,
1165,13.9403,0.7452,13.2544,0.0,0.05,0.59194,
1166,-19.0635,0.7333,11.8205,5.7225,0.05,0.459075,
1167,2.1732,0.7153,13.9615,1.3452,0.05,0.556577,
1168,10.6184,0.7272,14.0409,0.0,0.05,0.605872,
1169,2.3635,0.7088,14.0867,1.2174,0.05,0.454985,
1170,0.666,0.6937,15.0596,1.2514,0.05,0.481702,
1171,8.2384,0.7236,13.3779,0.0,0.05,0.5828,
1172,7.8243,0.6945,15.5476,0.0,0.05,0.576379,
1173,-47.8848,0.6959,10.5087,11.9936,0.05,0.568124,
1174,8.0014,0.6866,14.0124,0.0,0.05,0.433902,
1175,12.7269,0.7294,13.851,0.0,0.05,0.498509,10.8205
1176,15.0735,0.7545,12.9935,0.0,0.05,0.511198,
1177,13.7698,0.7234,13.2458,0.0,0.05,0.482789,
1178,12.341,0.7538,11.7051,0.0,0.05,0.523608,
1179,9.7282,0.6956,14.9224,0.0,0.05,0.453123,
1180,-61.8805,0.6686,11.5051,14.4126,0.05,0.501864,
1181,11.418,0.718,14.3841,0.0,0.05,0.590156,
1182,7.8479,0.7148,14.6182,0.0,0.05,0.517376,
1183,13.9128,0.7584,12.7661,0.0157,0.05,0.51659,
1184,12.3355,0.7251,13.6927,0.0,0.05,0.490341,
1185,-4.5466,0.6929,15.5192,1.4928,0.05,0.561739,
1186,6.3595,0.7039,15.0077,0.0315,0.05,0.499974,
1187,10.4631,0.7111,14.0591,0.0,0.05,0.515985,
1188,-45.7783,0.6805,11.2031,10.7715,0.05,0.518751,
1189,4.5416,0.7391,12.9869,1.0017,0.05,0.59359,
1190,-25.4066,0.7207,12.212,7.5157,0.05,0.56929,
1191,5.1876,0.6907,14.9462,0.2042,0.05,0.481559,
1192,-50.5291,0.7026,11.2648,12.4487,0.05,0.562387,
1193,8.4081,0.7608,12.6207,0.988,0.05,0.545354,
1194,-48.6994,0.6937,10.8905,11.6656,0.05,0.582163,
1195,4.5816,0.7231,13.7345,0.972,0.05,0.501283,
1196,-7.3941,0.6679,16.3889,1.0296,0.05,0.507483,
1197,-1.4306,0.6817,15.762,0.7747,0.05,0.579774,
1198,-35.6381,0.6882,12.2832,9.4622,0.05,0.526819,
1199,-23.4552,0.6696,13.8349,6.6626,0.05,0.508969,
1200,7.6373,0.7281,12.4153,1.0933,0.05,0.57442,11.3051
1201,9.381,0.7218,13.815,0.0,0.05,0.448288,
1202,-3.3041,0.7144,13.6994,2.5204,0.05,0.467917,
1203,7.0968,0.708,12.4366,0.2015,0.05,0.49518,
1204,-1.4125,0.6698,15.5172,2.2004,0.05,0.507109,
1205,1.7953,0.6986,14.9132,0.9712,0.05,0.54114,
1206,-11.8476,0.7018,15.1693,4.0865,0.05,0.500732,
1207,-85.4878,0.7342,6.9328,21.6239,0.05,0.522734,
1208,5.0023,0.7069,14.6072,0.9505,0.05,0.542153,
1209,-25.7949,0.7269,10.7594,8.261,0.05,0.5067,
1210,1.0036,0.7162,14.0651,1.5099,0.05,0.485481,
1211,7.5685,0.7397,13.0208,0.5539,0.05,0.519169,
1212,-10.9813,0.6561,15.5452,2.6789,0.05,0.555735,
1213,-30.7848,0.7424,11.0786,8.968,0.05,0.528855,
1214,6.7991,0.6973,15.4166,0.0,0.05,0.655529,
1215,-84.8372,0.7225,6.1782,20.6983,0.05,0.498087,
1216,-41.1719,0.7002,11.968,9.6533,0.05,0.520288,
1217,8.8688,0.6819,16.1178,0.0,0.05,0.570074,
1218,-2.2377,0.6915,13.5317,2.2916,0.05,0.48949,
1219,10.7297,0.7268,14.0045,0.0,0.05,0.459089,
1220,7.3306,0.7524,11.9412,1.6513,0.05,0.5127,
1221,9.9795,0.7343,13.4065,0.5014,0.05,0.541115,
1222,-44.3721,0.7201,9.8623,12.4371,0.05,0.488144,
1223,-64.808,0.7811,5.3184,17.5666,0.05,0.611635,
1224,10.0675,0.6745,15.9081,0.0,0.05,0.475879,
1225,-24.7679,0.7028,11.3517,7.9788,0.05,0.518751,11.012
1226,10.4297,0.76,11.4414,0.0,0.05,0.467672,
1227,9.9199,0.7327,12.6822,0.7764,0.05,0.437381,
1228,-1.765,0.7137,14.5498,1.396,0.05,0.572096,
1229,-0.9683,0.7399,13.2916,1.4933,0.05,0.401105,
1230,8.0016,0.6919,15.6399,0.0,0.05,0.44216,
1231,11.9116,0.7259,14.8122,0.0,0.05,0.537933,
1232,12.1277,0.7188,13.9211,0.0,0.05,0.504072,
1233,12.6601,0.7087,13.0002,0.0,0.05,0.519059,
1234,10.0118,0.757,11.7362,0.4863,0.05,0.464672,
1235,1.4724,0.6947,14.5016,1.7264,0.05,0.498241,
1236,10.8599,0.7283,14.1491,0.0,0.05,0.496623,
1237,-4.7006,0.7093,14.0953,2.4404,0.05,0.508321,
1238,0.1283,0.7262,14.0816,1.2475,0.05,0.545251,
1239,9.2699,0.7042,14.0256,0.0,0.05,0.447664,
1240,-12.0028,0.7028,13.3923,4.2882,0.05,0.505691,
1241,7.7787,0.7146,13.591,0.4229,0.05,0.460704,
1242,-0.6482,0.7394,12.8634,1.8854,0.05,0.589537,
1243,9.0804,0.7208,13.6226,0.1821,0.05,0.494648,
1244,12.5844,0.7239,13.1441,0.0,0.05,0.446146,
1245,8.3192,0.7023,14.4488,0.0,0.05,0.529432,
1246,12.3976,0.7107,12.4,0.0,0.05,0.651155,
1247,1.5514,0.7683,10.9602,2.5724,0.05,0.458149,
1248,7.0906,0.7042,14.2932,0.0,0.05,0.502757,
1249,4.4907,0.7184,13.298,1.498,0.05,0.555295,
1250,3.5004,0.6539,16.3924,0.0,0.05,0.493193,11.6962
1251,-2.5795,0.7428,12.4507,2.8407,0.05,0.469051,
1252,11.7725,0.7373,13.8636,0.0,0.05,0.587991,
1253,13.5466,0.7188,13.4832,0.0,0.05,0.568198,
1254,-27.2364,0.6877,12.8511,7.4887,0.05,0.509804,
1255,7.8296,0.7179,14.0416,0.2402,0.05,0.539939,
1256,7.4836,0.7481,13.0595,0.4016,0.05,0.569543,
1257,-40.5368,0.7144,10.8719,10.8365,0.05,0.480051,
1258,-12.8592,0.6359,16.3205,3.0428,0.05,0.564336,
1259,14.4411,0.7661,12.5291,0.0,0.05,0.47952,
1260,-24.2643,0.7245,13.0182,6.6492,0.05,0.561024,
1261,7.8427,0.7119,13.6957,0.2098,0.05,0.46003,
1262,-18.3686,0.6931,15.1915,3.912,0.05,0.549441,
1263,-31.6543,0.717,10.4355,10.0619,0.05,0.57652,
1264,13.2876,0.75,13.1563,0.0,0.05,0.490514,
1265,8.6919,0.6653,15.2257,0.0,0.05,0.545077,
1266,-32.7668,0.738,9.8532,9.6191,0.05,0.51456,
1267,11.7328,0.7185,12.7973,0.0607,0.05,0.440062,
1268,0.9295,0.6998,15.4828,2.2531,0.05,0.476269,
1269,2.675,0.667,16.212,0.0174,0.05,0.49601,
